label,lda_logr_classes,lda_logr_distances,lda_gini_classes,lda_gini_distances,lda_perm_classes,lda_perm_distances,lda_shap_classes,lda_shap_distances,lda_uppr_classes,lda_uppr_distances,lda_lowr_classes,lda_lowr_distances,lda_allf_classes,lda_allf_distances
split-grip-inverted-fang,"['handstand-tucked', 'stomach-hold-inverted-pike', 'elbow-grip-fang']","[1.6555539984342431, 4.2056337580397525, 4.883161539533788]","['handstand-tucked', 'stomach-hold-inverted-pike', 'elbow-grip-fang']","[1.5055912615993492, 2.5036413420834123, 3.0806273707667486]","['tuck-hold', 'outside-knee-hook-inverted', 'crossed-knee-stargazer']","[0.05868469282732125, 0.0962860914037611, 0.13898194956422794]","['elbow-grip-fang', 'handstand-tucked', 'stomach-hold-inverted-pike']","[0.584404879562527, 3.20724999375372, 8.869635265201168]","['elbow-grip-fang', 'handstand-tucked', 'knee-hold-bridge']","[2.5269675853432005, 4.345883246878458, 6.709084580135176]","['elbow-grip-fang', 'twisted-grip-inverted-straddle', 'knee-hold-bridge']","[1.8164727441879478, 8.01603388278869, 10.242923413241527]","['knee-hold-bridge', 'elbow-grip-fang', 'crossed-knee-release']","[6.498941302479508, 7.140600035388431, 8.876215051480244]"
split-grip-inverted-pencil,"['handstand-forearm-attitude', 'leg-hang-scorpion-hold', 'shoulder-mount-princess-grip-straddle']","[0.7885781151128128, 1.0779299418708348, 1.756507441701416]","['stomach-hold-inverted-tuck', 'leg-hang-scorpion-hold', 'handstand-forearm-attitude']","[0.23688980619943223, 0.4347958163495136, 0.6512726627908165]","['handstand-pole', 'shoulder-mount-jack-knife', 'split-grip-pancake-split']","[0.01015609917231508, 0.03658531134256027, 0.15604484276808606]","['thigh-hold-crescent-moon', 'thigh-hold-release', 'thigh-hold-dragonfly-crossed']","[0.30332459452098703, 0.5681057732246693, 0.6304414454466851]","['split-grip-inverted-butterfly-extended', 'flag-grip-pencil', 'strong-hold-inverted-tuck']","[0.3638050434654616, 0.6018866835628067, 0.8047494116135319]","['split-grip-inverted-butterfly-extended', 'stomach-hold-front-split', 'split-grip-cupid']","[1.19023315906799, 1.8023445162499065, 2.161085116176068]","['leg-hang-scorpion-hold', 'handstand-butterfly', 'elbow-grip-pencil']","[0.9392891721254486, 1.3203470491028035, 1.6441683160389786]"
split-grip-pancake-split,"['knee-hold-marley', 'wrist-sit-straddle', 'shoulder-mount-kick']","[0.06761057873539045, 0.07200711238323443, 1.130605951276772]","['wrist-sit-straddle', 'one-hand-pencil', 'shoulder-mount-kick']","[0.7309967223570819, 1.1565151792373083, 1.5152747270270783]","['armpit-hold-forward-pike', 'elbow-grip-inverted-ayesha', 'stomach-hold-front-split']","[0.007989192905244025, 0.027252694445544456, 0.104629073504654]","['back-hold-allergra', 'knee-hold-marley', 'split-grip-apprentice']","[0.16704293096981715, 0.36659558019550786, 0.5628736697886758]","['wrist-sit-straddle', 'superman-armpit-grip', 'back-hold-allergra']","[0.4440460442783536, 0.4827628501517136, 0.5405027442535761]","['superman-armpit-grip', 'wrist-sit-straddle', 'hook-knee-two-hands']","[0.13894342976249519, 0.18694057589898705, 0.4282352454505265]","['shoulder-mount-plank-passe-hold', 'one-hand-pencil', 'shoulder-mount-kick']","[0.12098568892684369, 0.16787990614095527, 0.9477589309751355]"
split-grip-pencil,"['shoulder-mount-split', 'leg-hang-scorpion-flatliner', 'fireman-hollywood']","[0.23582007488627, 0.6943982646023628, 0.7875570006052541]","['knee-hook-front', 'fireman-half-pike', 'reverse-grab-ballerina']","[0.05778800375536264, 0.17552892751312754, 0.8822441249907413]","['back-hold-allergra-split', 'shoulder-mount-plank', 'armpit-hold-front-split']","[0.012983672977903815, 0.11603332017524703, 0.1263773199015974]","['fireman-half-pike', 'elbow-grip-seated', 'reverse-grab-ballerina']","[0.2823771115697511, 0.7367819030542186, 1.87560545190194]","['reverse-grab-pencil', 'fireman-half-pike', 'shoulder-mount-split']","[0.4128331502509539, 0.6639773591792348, 1.6677973321537145]","['reverse-grab-pencil', 'reverse-grab-ballerina', 'fireman-piker']","[0.2569878282004012, 0.7113976868875156, 0.8543216108402021]","['reverse-grab-ballerina', 'shoulder-mount-split', 'fireman-seat']","[0.4291225463313424, 0.837051273613632, 1.260099381882874]"
split-grip-side-spin,"['strong-hold-corkscrew', 'split-grip-straddle', 'reverse-grab-straddle']","[0.7011028186124832, 0.9401179491104443, 2.5711458500475004]","['split-grip-straddle', 'leg-hang-scorpion-flatliner', 'reverse-grab-straddle']","[1.1601828595046655, 1.863160836007296, 2.061430199904102]","['knee-hook-back', 'knee-hook-front', 'one-hand-twisted-spin-rght']","[0.044443674919417475, 0.16261403223936277, 0.25523678014334683]","['fireman-piker', 'strong-hold-fang', 'fireman-knee-hold']","[0.24381921827006892, 1.4583067074018103, 1.6114824497783644]","['fireman-knee-hold', 'fireman-piker', 'strong-hold-corkscrew']","[0.18089242595074495, 0.5802318752090088, 0.6992343038577999]","['fireman-knee-hold', 'chair-pike', 'knee-hold-one-knee-genie']","[1.281949412660417, 1.8378081872989824, 1.865256220597061]","['knee-hook-front', 'armpit-hold-forward-pike', 'strong-hold-corkscrew']","[0.1955705610589078, 0.6405443449137707, 1.239581187566813]"
split-grip-side-v,"['forearm-grip-pencil', 'strong-hold-inverted-split', 'armpit-hold-scorpion']","[1.1847142795298833, 1.1940635459960154, 1.8100181956308834]","['handstand-forearm-pencil', 'forearm-grip-pencil', 'stomach-hold-vertical-duchess']","[0.30770893053701354, 0.4701240727164606, 0.5803622199770144]","['handstand-forearm-bow-and-arrow', 'stomach-hold-inverted-pike', 'shoulder-mount-hangman']","[0.005583343902062943, 0.09091725980566956, 0.09619808015660425]","['handstand-forearm-pencil', 'stomach-hold-vertical-duchess', 'split-grip-backward-split']","[0.38596649541769956, 0.6503694631175394, 0.8411443976217523]","['armpit-hold-front-split', 'knee-hold-daredevil', 'handstand-forearm-bow-and-arrow']","[0.16192280683415206, 0.2645824268635275, 0.5881984434215708]","['leg-hang-scorpion', 'stomach-hold-duchess-passe', 'split-grip-backward-split']","[0.3160716409928921, 0.7092843895511818, 0.8331588385324431]","['armpit-hold-scorpion', 'strong-hold-inverted-split', 'handstand-forearm-pencil']","[0.047809053933523415, 0.5824773397004446, 0.6920263635986679]"
split-grip-stag,"['fireman-piker', 'reverse-grab-fang', 'fang-bracket-grip']","[0.05124173891429251, 0.34737390653672406, 0.6151850920403348]","['fireman-piker', 'reverse-grab-fang', 'fireman-knee-hold']","[0.32889331684043555, 1.2404822729634546, 1.4099719002463473]","['knee-hold-genie', 'knee-hold-remi-sit', 'knee-hold-remi-sit-release']","[0.09946956941955776, 0.3928653471335579, 0.5544376486074221]","['fireman-seat', 'knee-hold-remi-sit-release', 'armpit-hold-seated']","[0.47861085351448196, 0.6586469255479415, 0.7035996610678055]","['fireman-seat', 'knee-hold-remi-sit-release', 'knee-hook-back']","[0.06189298933775689, 0.6421925719428501, 0.7751854648620267]","['knee-hook-front', 'strong-hold-corkscrew', 'reverse-grab-straddle']","[1.854454944060187, 2.7012881565160143, 3.0249419079812796]","['strong-hold-corkscrew', 'knee-hook-front', 'split-grip-side-spin']","[2.0167731292818516, 3.060783755789757, 3.2563543168486646]"
split-grip-straddle,"['split-grip-side-spin', 'strong-hold-corkscrew', 'reverse-grab-straddle']","[0.9401179491104443, 1.6412207677229276, 3.5112637991579447]","['split-grip-side-spin', 'split-grip-stag', 'leg-hang-scorpion-flatliner']","[1.1601828595046655, 2.9405854732205583, 3.0233436955119615]","['twisted-grip-inverted-straddle', 'leg-hang-scorpion-flatliner', 'fireman-piker']","[0.15466979030299832, 0.17945607158772336, 0.18111335518989868]","['strong-hold-corkscrew', 'reverse-grab-straddle', 'fireman-piker']","[1.0176144020147078, 1.925805965641949, 2.387130364533135]","['reverse-grab-ballerina', 'knee-hook-front', 'reverse-grab-straddle']","[0.6134174883422787, 1.2214388088111363, 2.136693513568005]","['fireman-seat', 'armpit-hold-forward-pike', 'reverse-grab-pencil']","[0.1394406558782606, 1.5998309246321298, 2.195675545714053]","['chair-seated', 'fireman-piker', 'reverse-grab-straddle']","[0.3549122737843078, 0.4336554301522355, 0.5956853172817702]"
split-grip-tucked-passe,"['flag-grip-straddle', 'leg-hang-scorpion', 'leg-hold-inverted-crucifix']","[0.33736681003650304, 0.37731646959537635, 1.6396734621096938]","['handstand-forearm-passe', 'knee-hold-genie-release', 'armpit-hold-passe']","[0.35972507422002487, 0.7942159419022872, 1.0024429450642618]","['handstand-forearm-passe', 'reverse-grab-fang', 'armpit-hold-scorpion']","[0.05228132893698656, 0.28167148191079394, 0.2975249305268688]","['leg-hang-scorpion', 'shoulder-mount-pencil', 'shoulder-mount-hangman']","[0.014017891797768911, 0.04604042304622524, 1.1121460065041244]","['leg-hold-inverted-crucifix', 'armpit-hold-dart', 'elbow-grip-straddle']","[0.0677290521311189, 0.12886787326583304, 0.5035998396786319]","['shoulder-mount-plank', 'knee-hold-cupid', 'leg-hold-crucifix']","[0.48466931782218703, 1.2601792128616447, 1.3332262013575589]","['handstand-onehand', 'handstand-split', 'shoulder-mount-attitude']","[0.367248632957228, 0.9877249526692271, 1.7325137595858209]"
split-grip-tucked-spin,"['shoulder-mount-plank', 'back-hold-allergra-split', 'shoulder-mount']","[0.2374899532890612, 0.3397147274007475, 0.4239959738449879]","['shoulder-mount', 'knee-hold-genie', 'knee-hold-daredevil']","[0.17367477332110937, 0.40516489499121244, 0.45440132719359794]","['knee-hold-one-knee-genie', 'thigh-hold-dragonfly-crossed', 'stomach-hold-inverted-tuck']","[0.015309099753660682, 0.015819000822489215, 0.14785341889270232]","['elbow-grip-straddle', 'stomach-hold-duchess-passe', 'shoulder-mount']","[0.19674557510613466, 0.365951264713237, 0.39111128690603714]","['cross-grip-straddle', 'shoulder-mount-hangman', 'elbow-grip-straddle']","[0.0023260771189224094, 0.9005661084564027, 0.9406927120837414]","['knee-hold-genie', 'knee-hold-genie-release', 'bridge']","[0.10129895777223386, 0.21120322716869588, 0.24447131478246775]","['back-hold-allergra-split', 'iguana-grip-bow-and-arrow', 'armpit-hold-dart']","[0.2521286049433986, 0.3488996870788763, 0.8615669464175066]"
stomach-hold-duchess-passe,"['iguana-grip-pencil', 'leg-hold-crucifix', 'knee-hold-daredevil']","[0.24328210176058063, 0.43604851032516145, 0.8854466471621365]","['leg-hold-crucifix', 'shoulder-mount-plank', 'elbow-grip-straddle']","[0.2440700220423644, 0.5619201812302108, 0.8405210731924673]","['handstand-bridged', 'knee-hold-marley-release', 'thigh-hold-dragon-fly']","[0.028066270384158903, 0.0527273023398382, 0.060385296220738]","['shoulder-mount', 'knee-hold-cupid', 'cross-grip-straddle']","[0.025160022192800113, 0.080239289597473, 0.12179475717014271]","['shoulder-mount', 'strong-hold-side-split', 'armpit-hold-scorpion']","[0.018115605721114036, 0.0892820667859282, 0.25125439652230863]","['split-grip-side-v', 'leg-hang-scorpion', 'iguana-grip-pencil']","[0.7092843895511818, 1.0253560305440739, 1.433652732547042]","['armpit-hold-dart', 'knee-hold-genie-release', 'knee-hold-cupid']","[0.1280464466657243, 0.39134637058364363, 0.7872960328553075]"
stomach-hold-front-split,"['handstand-onehand', 'handstand-split', 'handstand-butterfly']","[0.13011909633021013, 0.40450064726825197, 2.778363312879291]","['elbow-grip-pencil', 'handstand-forearm-attitude', 'leg-hang-scorpion-hold']","[0.10842367652735163, 1.8279960786874128, 2.0444729251287157]","['elbow-grip-inverted-ayesha', 'armpit-hold-forward-pike', 'split-grip-pancake-split']","[0.07737637905910955, 0.09663988059940998, 0.104629073504654]","['armpit-hold-passe', 'elbow-grip-pencil', 'handstand-pole']","[0.7266743358386343, 1.1838079857581718, 1.3590462886337367]","['handstand-split', 'shoulder-mount-tuck', 'handstand-onehand']","[0.07209090912803973, 0.09907939452255121, 0.22743994651516886]","['split-grip-cupid', 'thigh-hold-release', 'split-grip-inverted-butterfly-extended']","[0.35874059992616125, 0.567079766325385, 0.6121113571819166]","['split-grip-cupid', 'handstand-pole', 'elbow-grip-pencil']","[1.3509219069007035, 2.5685033867071425, 2.64944014526262]"
stomach-hold-inverted-pike,"['knee-hold-bridge', 'handstand-floor-handspring', 'split-grip-inverted-fang']","[1.508342406570378, 3.8212657699277983, 4.2056337580397525]","['handstand-tucked', 'split-grip-inverted-fang', 'knee-hold-bridge']","[0.9980500804840631, 2.5036413420834123, 5.311285611810256]","['shoulder-mount-hangman', 'reverse-grab-pencil', 'shoulder-mount-split']","[0.00528082035093469, 0.04284504616920071, 0.06075913443308245]","['twisted-grip-inverted-straddle', 'elbow-grip-fang', 'split-grip-inverted-fang']","[2.0692307706092663, 8.285230385638641, 8.869635265201168]","['twisted-grip-inverted-straddle', 'handstand-tucked', 'elbow-grip-fang']","[3.8051291429960656, 4.649790647471434, 6.468706309006691]","['outside-knee-hook-inverted', 'crossed-knee-release', 'handstand-forearm-fang']","[0.8531012324776555, 3.663182536029865, 6.997123354823152]","['handstand-bridged', 'outside-knee-hook-inverted', 'crossed-knee-layback']","[2.3741169613568616, 3.4273872948737107, 4.816910121327481]"
stomach-hold-inverted-tuck,"['elbow-grip-pencil', 'handstand-pole', 'handstand-butterfly']","[0.033067535736538645, 0.26385780933000547, 0.913627254452674]","['leg-hang-scorpion-hold', 'split-grip-inverted-pencil', 'handstand-forearm-attitude']","[0.19790601015008136, 0.23688980619943223, 0.4143828565913843]","['knee-hold-one-knee-genie', 'split-grip-tucked-spin', 'thigh-hold-dragonfly-crossed']","[0.13254431913904163, 0.14785341889270232, 0.16367241971519153]","['iguana-grip-inverted-v', 'leg-hang-gemini-foot-hold', 'leg-hang-gemini']","[0.7861180206009415, 0.96467468956914, 1.5432381656955876]","['leg-hang-gemini-foot-hold', 'leg-hang-gemini', 'thigh-hold-crescent-moon']","[0.8870267703713743, 0.9017549943822303, 1.196374603910531]","['back-hold-allergra-split', 'shoulder-mount-pencil', 'flag-grip-straddle']","[0.036904289643368005, 0.1093808429269243, 0.26311205467693477]","['split-grip-backward-split', 'iguana-grip-pencil', 'shoulder-mount-pencil']","[0.10583317732166808, 0.14581217368899058, 0.24180309531509359]"
stomach-hold-passe-spaceflight,"['reverse-grab-pencil', 'one-hand-twisted-lateral-spin', 'hook-knee-two-hands']","[0.26842123829485587, 2.29536342690864, 3.4750648718461186]","['one-hand-twisted-lateral-spin', 'reverse-grab-pencil', 'hook-knee-two-hands']","[0.7359812930154419, 1.9224657674681964, 2.180703348411651]","['flag-grip-pencil', 'stomach-hold-vertical-duchess', 'bridge']","[0.0555605997769017, 0.05851803435247971, 0.12318940999689182]","['hook-knee-two-hands', 'knee-hold-marley-release', 'pole-walk']","[0.8148460394255181, 1.0697189980793347, 2.486197480973864]","['pole-walk', 'chair-passe', 'hook-knee-two-hands']","[0.043423112291858246, 0.8550362445745492, 2.2262307557472987]","['handstand-forearm-bow-and-arrow', 'knee-hold-marley-release', 'strong-hold-inverted-split']","[0.09038988927896696, 0.9952307243037737, 1.8194155463372752]","['split-grip-apprentice', 'pole-walk', 'knee-hold-remi-sit-release']","[0.01787114088489261, 0.4386245765543748, 1.5336069567698765]"
stomach-hold-vertical-duchess,"['shoulder-mount-attitude', 'hook-knee-one-hand', 'armpit-hold-scorpion']","[0.0870908935539747, 0.22117516062619202, 0.46219142180713924]","['handstand-forearm-pencil', 'handstand-forearm-bow-and-arrow', 'split-grip-side-v']","[0.2726532894400009, 0.4350817886101934, 0.5803622199770144]","['flag-grip-pencil', 'stomach-hold-passe-spaceflight', 'bridge']","[0.0029574345755780107, 0.05851803435247971, 0.06467137564441211]","['split-grip-backward-split', 'shoulder-mount-kick', 'split-grip-side-v']","[0.1907749345042129, 0.3717024560466591, 0.6503694631175394]","['shoulder-mount-kick', 'iguana-grip-bow-and-arrow', 'iguana-grip-pencil']","[0.7790339080211242, 1.4599255994645448, 1.7390200050167621]","['pole-walk', 'knee-hold-remi-sit-release', 'handstand-forearm-bow-and-arrow']","[0.10521380134807856, 0.3886623100044986, 2.470222830228739]","['knee-hold-remi-sit-release', 'hook-knee-two-hands', 'stomach-hold-passe-spaceflight']","[0.47170680809705345, 1.5425837052933353, 2.00531376486693]"
strong-hold-corkscrew,"['split-grip-side-spin', 'split-grip-straddle', 'reverse-grab-straddle']","[0.7011028186124832, 1.6412207677229276, 1.8700430314350172]","['reverse-grab-straddle', 'leg-hang-scorpion-flatliner', 'split-grip-pencil']","[0.7295131298813686, 0.9277824937781745, 0.9686937019508477]","['leg-hang-needle', 'leg-hang-scorpion-hold', 'handstand-butterfly']","[0.031611655620317425, 0.1495310472171032, 0.169288347453604]","['reverse-grab-straddle', 'split-grip-straddle', 'knee-hook-front']","[0.9081915636272413, 1.0176144020147078, 1.6328786742833543]","['fireman-knee-hold', 'split-grip-side-spin', 'fireman-piker']","[0.518341877907055, 0.6992343038577999, 1.2794661790668087]","['fireman-knee-hold', 'knee-hook-front', 'split-grip-side-spin']","[0.6942538288904103, 0.8468332124558273, 1.9762032415508273]","['knee-hook-front', 'split-grip-side-spin', 'armpit-hold-forward-pike']","[1.0440106265079052, 1.239581187566813, 1.8801255324805837]"
strong-hold-fang,"['fireman-seat', 'knee-hold-one-knee-genie', 'knee-hook-back']","[0.06508760057549523, 0.0702586665446816, 0.7869326119538158]","['one-hand-twisted-spin-rght', 'knee-hold-one-knee-genie', 'fang-bracket-grip']","[0.009423050439266945, 0.018323228565620298, 0.8941701061565297]","['handstand-forearm-attitude', 'leg-hang-needle', 'strong-hold-corkscrew']","[0.0459272989543682, 0.2528585706598099, 0.2844702262801273]","['fireman-knee-hold', 'baseball-back-support-grip-foward-pike', 'split-grip-side-spin']","[0.15317574237655407, 1.245771493829288, 1.4583067074018103]","['knee-hook-back', 'fang-bracket-grip', 'split-grip-stag']","[0.09949152120181992, 0.3991064170484222, 0.8746769860638466]","['reverse-grab-fang', 'reverse-grab-attitude', 'knee-hold-one-knee-genie']","[2.249924966914996, 2.730639346799329, 4.665900306995553]","['knee-hook-back', 'strong-hold-straddle', 'fang-bracket-grip']","[0.25357797464761234, 1.1700323672548478, 4.094266987982465]"
strong-hold-inverted-split,"['armpit-hold-scorpion', 'shoulder-mount-attitude', 'stomach-hold-vertical-duchess']","[0.615954649634868, 0.9910551778880325, 1.0781460714420072]","['armpit-hold-front-split', 'split-grip-backward-split', 'knee-hold-cupid']","[0.051761803629277736, 0.2659622345754853, 0.5675717681478498]","['flag-grip-straddle', 'handstand-onehand', 'leg-hang-scorpion']","[0.04186682708012779, 0.15918260908995463, 0.17202818691693889]","['handstand-forearm-bow-and-arrow', 'forearm-grip-pencil', 'handstand-forearm-pencil']","[0.6222487524826166, 1.0981031806689536, 1.9497829619732512]","['split-grip-front-split', 'knee-hold-marley', 'chair-passe']","[0.3569580113519919, 0.6482135908514497, 1.7935224617458]","['one-hand-pencil', 'knee-hold-marley-release', 'back-hold-allergra']","[0.7935078292234756, 0.8241848220335015, 1.2255554175901295]","['split-grip-side-v', 'armpit-hold-scorpion', 'forearm-grip-pencil']","[0.5824773397004446, 0.630286393633968, 0.9422578470003149]"
strong-hold-inverted-straddle,"['outside-knee-hook-jasmine', 'shoulder-mount-straddle', 'leg-hang-gemini']","[0.003508334296903115, 0.6133528171997185, 1.7088231593072436]","['leg-hang-needle', 'elbow-grip-butterfly', 'thigh-hold-dragon-fly']","[1.5173983383954877, 1.6598364165003616, 2.6952687509271414]","['pole-walk', 'superman-scissors', 'iguana-grip-bow-and-arrow']","[0.27192597709484323, 0.32644715599271024, 0.3784490090914123]","['elbow-grip-butterfly', 'thigh-hold-dragon-fly', 'shoulder-mount-jack-knife']","[1.0107664323470047, 1.9020363364661321, 1.9595214371349314]","['iguana-grip-fang', 'leg-hang-gemini', 'thigh-hold-dragon-fly']","[0.47149989918580815, 0.9879014919142719, 1.0165743660194764]","['thigh-hold-dragonfly-crossed', 'shoulder-mount-tuck', 'armpit-hold-passe']","[0.531563537743871, 1.1798799303041108, 1.3337097230540849]","['shoulder-mount-straddle', 'elbow-grip-butterfly', 'thigh-hold-dragonfly-crossed']","[2.220695542586604, 2.531652924068972, 3.970444036486839]"
strong-hold-inverted-tuck,"['iguana-grip-inverted-v', 'forearm-grip-inverted-pencil', 'thigh-hold-crescent-moon']","[0.25948537773398783, 0.37915403148165794, 0.8347900121820899]","['iguana-grip-inverted-v', 'outside-knee-hook-jasmine', 'leg-hang-gemini']","[0.2912606420666535, 0.7941934689172783, 1.035054246510036]","['fireman-half-pike', 'crossed-knee-release', 'knee-hold-marley']","[0.34214190846369164, 0.4693364454529547, 0.606312430271652]","['split-grip-inverted-d', 'leg-hang-gemini', 'outside-knee-hook-jasmine']","[1.1418813597557573, 1.1826610948504772, 1.4241540710224854]","['handstand-forearm-attitude', 'split-grip-inverted-pencil', 'split-grip-inverted-butterfly-extended']","[0.02349337769158666, 0.8047494116135319, 1.1685544550789935]","['handstand-butterfly', 'leg-hold-crucifix', 'knee-hold-cupid']","[0.0034586652955104213, 0.33251163768924474, 0.4055586261851589]","['leg-hang-scorpion', 'leg-hold-inverted-crucifix', 'bridge']","[0.4980208842252001, 0.8766619777222298, 2.065634616833486]"
strong-hold-side-split,"['split-grip-cupid', 'iguana-grip-bow-and-arrow', 'iguana-grip-pencil']","[0.3994224762084264, 0.5336713294135618, 1.1794719932342144]","['shoulder-mount-tuck', 'leg-hang-scorpion', 'shoulder-mount-hangman']","[0.3061791085461767, 0.396001912023662, 0.650946930978705]","['handstand-floor-handspring', 'superman-armpit-grip', 'shoulder-mount-pencil']","[0.007254920698569478, 0.029187977144255584, 0.18502740391235495]","['iguana-grip-pencil', 'back-hold-allergra-split', 'knee-hold-genie']","[0.12398250045947812, 0.16734970897245183, 0.18835224474293133]","['stomach-hold-duchess-passe', 'shoulder-mount', 'armpit-hold-scorpion']","[0.0892820667859282, 0.10739767250704224, 0.16197232973638043]","['cross-grip-straddle', 'bridge', 'knee-hold-genie-release']","[0.14821677552459867, 0.3115733215514588, 0.34484140916523065]","['shoulder-mount-plank', 'shoulder-mount-lock', 'handstand-forearm-passe']","[0.44355284353278823, 0.7940918968821842, 0.8291217371136521]"
strong-hold-straddle,"['knee-hold-remi-sit', 'reverse-grab-attitude', 'forearm-grip-side-spin']","[3.0152465678327474, 3.746102370759786, 5.735587776364703]","['reverse-grab-attitude', 'baseball-back-support-grip-tuck', 'knee-hold-remi-sit']","[1.4091045453027249, 2.7264604888245074, 3.375398902877997]","['shoulder-mount-split', 'reverse-grab-pencil', 'shoulder-mount-hangman']","[0.024739953591656594, 0.04265404185553834, 0.08021826767380436]","['knee-hold-remi-sit', 'reverse-grab-attitude', 'forearm-grip-side-spin']","[0.5742846825311787, 3.230107700804055, 7.077552338558938]","['reverse-grab-attitude', 'forearm-grip-side-spin', 'chair-pike']","[5.386842169140593, 8.930818115923856, 9.261944810700747]","['knee-hook-back', 'one-hand-twisted-spin-rght', 'reverse-grab-attitude']","[0.080195364478989, 0.4006734122549531, 2.541739753879682]","['knee-hook-back', 'strong-hold-fang', 'fang-bracket-grip']","[0.9164543926072355, 1.1700323672548478, 2.924234620727617]"
superman,"['forearm-grip-stag', 'forearm-grip-side-spin', 'strong-hold-straddle']","[8.240564449144216, 17.838850480885824, 23.574438257250527]","['forearm-grip-stag', 'forearm-grip-side-spin', 'knee-hold-remi-sit']","[7.500715363527931, 15.62708324691485, 19.57222088659295]","['split-grip-inverted-d', 'shoulder-mount-kick', 'shoulder-mount-princess-grip-straddle']","[0.007940207762320739, 0.0878613784299187, 0.1462037941130241]","['forearm-grip-stag', 'forearm-grip-side-spin', 'strong-hold-straddle']","[2.411686993217401, 10.645932755177839, 17.723485093736777]","['forearm-grip-stag', 'forearm-grip-side-spin', 'strong-hold-straddle']","[6.230173146182054, 13.054553336233283, 21.98537145215714]","['forearm-grip-stag', 'forearm-grip-side-spin', 'fang-bracket-grip']","[0.2502100501218365, 0.5809173398945262, 17.916027938952638]","['forearm-grip-side-spin', 'forearm-grip-stag', 'strong-hold-fang']","[12.49605232904024, 13.684192813015159, 29.85468340611733]"
superman-armpit-grip,"['split-grip-apprentice', 'split-grip-front-split', 'back-hold-allergra']","[0.3889817688259267, 0.7792109974257091, 1.0013509428690153]","['split-grip-apprentice', 'back-hold-allergra', 'split-grip-front-split']","[0.20051847129659528, 0.7316699256513459, 0.9399809367662364]","['handstand-floor-handspring', 'strong-hold-side-split', 'shoulder-mount-pencil']","[0.021933056445686105, 0.029187977144255584, 0.21421538105661053]","['wrist-sit-straddle', 'knee-hold-marley', 'shoulder-mount-plank-passe-hold']","[0.1283385569218929, 0.47701175244265315, 0.644927050099664]","['wrist-sit-straddle', 'forearm-grip-pencil', 'split-grip-pancake-split']","[0.038716805873360016, 0.10407501043638057, 0.4827628501517136]","['wrist-sit-straddle', 'split-grip-pancake-split', 'hook-knee-two-hands']","[0.047997146136491864, 0.13894342976249519, 0.2892918156880313]","['back-hold-allergra', 'chair-passe', 'split-grip-front-split']","[0.15529807652413297, 0.455612529595669, 0.546849885726644]"
superman-scissors,"['fireman-hollywood', 'split-grip-pencil', 'shoulder-mount-split']","[0.02901116201655185, 0.816568162621806, 1.052388237508076]","['hook-knee-two-hands', 'shoulder-mount-split', 'fireman-hollywood']","[0.5844993138604337, 0.8789237395659981, 1.0766872505490888]","['iguana-grip-bow-and-arrow', 'strong-hold-inverted-straddle', 'one-hand-twisted-lateral-spin']","[0.05200185309870209, 0.32644715599271024, 0.4835690332410887]","['leg-hang-scorpion-flatliner', 'shoulder-mount-split', 'fireman-hollywood']","[1.3327242088910225, 1.6765839419951227, 1.850369212285571]","['fireman-hollywood', 'elbow-grip-seated', 'shoulder-mount-split']","[0.6159264559065285, 0.8956260018162929, 1.137380500087943]","['fireman-half-pike', 'elbow-grip-seated', 'shoulder-mount-split']","[0.12074369538674645, 0.24132879977215538, 0.5938055360424777]","['knee-hold-remi-sit', 'reverse-grab-pencil', 'one-hand-twisted-lateral-spin']","[0.7092655852843421, 1.0571294380860579, 1.9533434245194812]"
thigh-hold-crescent-moon,"['strong-hold-inverted-tuck', 'iguana-grip-inverted-v', 'forearm-grip-inverted-pencil']","[0.8347900121820899, 1.0942753899160778, 1.2139440436637479]","['thigh-hold-release', 'shoulder-mount-princess-grip-straddle', 'iguana-grip-pixie']","[0.11721364354922059, 0.25132123936997885, 0.2747966211787052]","['shoulder-mount-princess-grip-straddle', 'shoulder-mount-kick', 'superman']","[0.006045402833962044, 0.06438781851706743, 0.15224919694698613]","['thigh-hold-release', 'split-grip-inverted-pencil', 'thigh-hold-dragonfly-crossed']","[0.26478117870368223, 0.30332459452098703, 0.9337660399676722]","['leg-hang-gemini-foot-hold', 'forearm-grip-inverted-pencil', 'stomach-hold-inverted-tuck']","[0.3093478335391566, 0.6099769541198512, 1.196374603910531]","['shoulder-mount-attitude', 'ankle-grip-bow-and-arrow', 'elbow-grip-pencil']","[0.6649474496263537, 1.0128012395950492, 2.0938521508104415]","['iguana-grip-inverted-v', 'split-grip-inverted-d', 'iguana-grip-pixie']","[1.6137017187704288, 1.6141056602941788, 2.1998435549705846]"
